full_name,age,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,salary
Pierre-Emerick Aubameyang,33,2017/2018,Forward,Arsenal,1058,541,517,Gabon,13,7,6,10,7,3,4,3,1,1,1,4,3,1,13,5,8,0,0,1.19,0.34,0.85,1.16,0.52,106,1.11,81,81,0,265,0.0,4,11,-1,2,8190000
Ragnar Klavan,36,2017/2018,Defender,Liverpool,1448,818,630,Estonia,19,12,7,1,0,1,0,0,0,0,0,9,7,2,14,3,11,0,0,0.06,0.0,0.06,0.0,0.14,1448,0.87,103,76,0,0,0.0,200,257,34,15,2860000
Raheem Sterling,27,2017/2018,Forward,Manchester City,2592,1240,1352,England,33,15,18,18,11,7,11,6,5,1,0,14,5,9,21,11,10,5,1,1.01,0.38,0.63,0.8,0.47,144,0.73,123,79,518,236,0.17,8,9,-1,2,7800000
Rajiv van La Parra,31,2017/2018,Midfielder,Huddersfield Town,2145,1020,1125,Netherlands,33,16,17,3,2,1,0,0,0,1,0,9,6,3,34,14,20,4,1,0.13,0.0,0.13,0.18,0.08,715,1.43,63,65,429,0,0.21,130,351,-1,4,936000
Ramadan Sobhi,25,2017/2018,Forward,Stoke City,1233,465,768,Egypt,24,11,13,2,1,1,0,0,0,0,0,4,2,2,30,14,16,2,0,0.15,0.0,0.15,0.19,0.12,617,2.19,41,51,617,0,0.15,124,410,-1,7,1196000
Reece Burke,26,2017/2018,Defender,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,156000
Reiss Nelson,22,2017/2018,Forward,Arsenal,146,82,64,England,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.85,49,49,0,0,0.0,-1,-1,-1,16,6240
Renato Sanches,25,2017/2018,Midfielder,Swansea City,704,313,391,Portugal,12,5,7,0,0,0,0,0,0,0,0,2,1,1,8,4,4,1,0,0.0,0.0,0.0,0.0,0.0,0,1.02,88,59,704,0,0.13,280,309,-1,14,1352000
Rhu-endly Martina,32,2017/2018,Defender,Everton,1830,1020,810,Curaçao,21,12,9,0,0,0,2,1,1,0,0,6,4,2,29,11,18,1,0,0.1,0.1,0.0,0.0,0.0,0,1.43,63,87,1830,915,0.05,309,132,116,23,1820000
Richarlison de Andrade,25,2017/2018,Forward,Watford,2827,1265,1562,Brazil,38,19,19,5,1,4,4,0,4,0,0,9,5,4,48,23,25,4,0,0.29,0.13,0.16,0.07,0.23,565,1.53,59,74,707,707,0.13,117,102,-1,4,1664000
Riyad Mahrez,31,2017/2018,Midfielder,Leicester City,2960,1543,1417,Algeria,36,18,18,12,6,6,10,4,6,0,0,9,6,3,48,18,30,2,0,0.67,0.3,0.36,0.35,0.38,247,1.46,62,82,1480,296,0.06,37,18,-1,2,5200000
Rob Holding,26,2017/2018,Defender,Arsenal,820,365,455,England,12,6,6,0,0,0,0,0,0,0,0,3,2,1,15,5,10,3,0,0.0,0.0,0.0,0.0,0.0,0,1.65,55,68,273,0,0.33,329,273,163,25,1300000
Robbie Brady,30,2017/2018,Midfielder,Burnley,1279,618,661,Republic of Ireland,15,7,8,1,0,1,2,1,1,0,0,6,4,2,11,2,9,3,0,0.21,0.14,0.07,0.0,0.14,1279,0.77,116,85,426,640,0.21,181,92,-1,10,1820000
Roberto Firmino,30,2017/2018,Forward,Liverpool,2778,1456,1322,Brazil,37,18,19,15,8,7,7,3,4,1,0,17,12,5,30,7,23,1,0,0.71,0.23,0.49,0.49,0.48,185,0.97,93,75,2778,397,0.03,21,45,-1,2,5200000
Roberto Maximiliano Pereyra,31,2017/2018,Forward,Watford,1622,890,732,Argentina,32,17,15,5,4,1,2,2,0,0,0,6,4,2,30,16,14,3,0,0.39,0.11,0.28,0.4,0.12,324,1.66,54,51,541,811,0.17,61,120,-1,2,2340000
Romelu Lukaku,29,2017/2018,Forward,Manchester United,2869,1491,1378,Belgium,34,18,16,16,10,6,7,4,3,0,1,16,11,5,25,8,17,4,0,0.72,0.22,0.5,0.6,0.39,179,0.78,115,84,717,410,0.13,19,52,-1,1,9360000
Rondon,32,2017/2018,Forward,West Bromwich Albion,2772,1340,1432,Venezuela,36,17,19,7,5,2,3,1,2,0,0,9,5,4,45,25,20,4,0,0.32,0.1,0.23,0.34,0.13,396,1.46,62,77,693,924,0.13,74,136,-1,1,3120000
Roque Mesa,33,2017/2018,Midfielder,Swansea City,757,470,287,Spain,11,6,5,0,0,0,0,0,0,0,0,2,2,0,13,6,7,3,0,0.0,0.0,0.0,0.0,0.0,0,1.55,58,69,252,0,0.36,327,336,-1,15,2548000
Ross Barkley,28,2017/2018,Midfielder,Chelsea,131,54,77,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0,2.75,33,66,0,0,0.0,-1,-1,-1,17,4766667
Ruben Loftus-Cheek,26,2017/2018,Midfielder,Crystal Palace,1875,961,914,England,24,12,12,2,2,0,3,1,2,0,0,7,2,5,30,18,12,1,0,0.24,0.14,0.1,0.19,0.0,938,1.44,63,78,1875,625,0.05,148,89,-1,9,1820000
Ryan Bertrand,33,2017/2018,Defender,Southampton,3137,1607,1530,England,35,18,17,0,0,0,4,4,0,0,0,7,3,4,46,24,22,2,0,0.11,0.11,0.0,0.0,0.0,0,1.32,68,90,1569,784,0.06,318,121,87,24,3640000
Ryan Fraser,28,2017/2018,Midfielder,AFC Bournemouth,2009,989,1020,Scotland,26,14,12,5,4,1,3,2,1,0,0,3,2,1,36,15,21,0,0,0.36,0.13,0.22,0.36,0.09,402,1.61,56,77,0,670,0.0,77,104,-1,3,1404000
Ryan Shawcross,34,2017/2018,Defender,Stoke City,2372,1260,1112,England,27,14,13,1,0,1,1,0,1,0,0,5,3,2,38,20,18,2,0,0.08,0.04,0.04,0.0,0.08,2372,1.44,62,88,1186,2372,0.08,226,220,118,8,2860000
Sadio Mané,30,2017/2018,Forward,Liverpool,2207,1034,1173,Senegal,29,14,15,10,6,4,7,3,4,0,0,12,8,4,18,5,13,4,1,0.69,0.29,0.41,0.52,0.31,221,0.73,123,76,441,315,0.2,30,20,-1,3,4680000
Saido Berahino,29,2017/2018,Forward,Stoke City,484,274,210,England,15,10,5,0,0,0,1,1,0,0,1,3,2,1,13,4,9,0,0,0.19,0.19,0.0,0.0,0.0,0,2.42,37,32,0,484,0.0,314,63,-1,27,4160000
Sam Baldock,33,2017/2018,Forward,Brighton & Hove Albion,30,6,24,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,15,0,0,0.0,-1,-1,-1,23,1040000
Sam Byram,28,2017/2018,Defender,West Ham United,246,103,143,England,5,3,2,0,0,0,0,0,0,0,0,1,1,0,7,1,6,1,0,0.0,0.0,0.0,0.0,0.0,0,2.56,35,49,246,0,0.37,-1,-1,-1,19,1560000
Sam Clucas,31,2017/2018,Midfielder,Swansea City,2045,963,1082,England,29,13,16,3,2,1,1,0,1,0,0,6,3,3,28,10,18,2,0,0.18,0.04,0.13,0.19,0.08,682,1.23,73,71,1023,2045,0.09,134,218,-1,4,2600000
Sam Field,24,2017/2018,Midfielder,West Bromwich Albion,540,275,265,England,10,4,6,1,1,0,0,0,0,0,0,3,2,1,6,4,2,3,0,0.17,0.0,0.17,0.33,0.0,540,1.0,90,54,180,0,0.5,106,328,-1,11,520000
Sam Hughes,25,2017/2018,Midfielder,Leicester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,46800
Sam McQueen,27,2017/2018,Defender,Southampton,142,13,129,England,7,2,5,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,20,0,0,0.0,-1,-1,-1,22,936000
Sam Vokes,32,2017/2018,Forward,Burnley,978,429,549,Wales,30,13,17,4,0,4,1,1,0,0,0,8,4,4,13,4,9,3,0,0.46,0.09,0.37,0.0,0.66,245,1.2,75,33,326,978,0.28,36,143,-1,3,884000
Scott Arfield,33,2017/2018,Midfielder,Burnley,1336,556,780,Canada,18,7,11,2,1,1,1,1,0,0,0,6,3,3,14,6,8,3,0,0.2,0.07,0.13,0.16,0.12,668,0.94,95,74,445,1336,0.2,132,175,-1,7,1196000
Scott Dann,35,2017/2018,Defender,Crystal Palace,1435,805,630,England,17,10,7,1,1,0,0,0,0,0,0,2,1,1,26,16,10,4,0,0.06,0.0,0.06,0.11,0.0,1435,1.63,55,84,359,0,0.25,203,359,157,11,3120000
Scott Malone,31,2017/2018,Defender,Huddersfield Town,1115,586,529,England,22,11,11,0,0,0,1,1,0,0,0,4,3,1,21,8,13,3,0,0.08,0.08,0.0,0.0,0.0,0,1.7,53,51,372,1115,0.24,408,165,165,10,1040000
Scott McTominay,25,2017/2018,Midfielder,Manchester United,629,457,172,England,13,7,6,0,0,0,0,0,0,0,0,6,5,1,3,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0.43,210,48,315,0,0.29,242,302,-1,16,520000
Sead Haksabanovic,23,2017/2018,Midfielder,West Ham United,0,0,0,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,260000
Sead Kolašinac,29,2017/2018,Defender,Arsenal,2151,1106,1045,Bosnia and Herzegovina,27,14,13,2,2,0,4,4,0,0,0,10,7,3,27,13,14,3,0,0.25,0.17,0.08,0.16,0.0,1076,1.13,80,80,717,538,0.13,167,70,61,10,6214000
Séamus Coleman,33,2017/2018,Defender,Everton,1036,586,450,Republic of Ireland,12,7,5,0,0,0,1,0,1,0,0,4,3,1,12,5,7,0,0,0.09,0.09,0.0,0.0,0.0,0,1.04,86,86,0,1036,0.0,294,150,53,15,1976000
Sebastian Prödl,35,2017/2018,Defender,Watford,1568,781,787,Austria,21,11,10,0,0,0,0,0,0,0,0,6,3,3,25,13,12,5,0,0.0,0.0,0.0,0.0,0.0,0,1.43,63,75,314,0,0.29,344,286,117,22,2340000
Serge Aurier,29,2017/2018,Defender,Tottenham Hotspur,1429,657,772,Ivory Coast,17,8,9,2,1,1,2,1,1,0,0,7,5,2,12,4,8,3,1,0.25,0.13,0.13,0.14,0.12,715,0.76,119,84,476,715,0.19,129,103,21,7,3640000
Sergio Aguero,34,2017/2018,Forward,Manchester City,1969,1190,779,Argentina,25,15,10,21,15,6,6,3,3,4,0,12,6,6,12,6,6,2,0,1.23,0.27,0.96,1.13,0.69,94,0.55,164,79,985,328,0.09,2,25,-1,1,11440000
Shane Duffy,30,2017/2018,Defender,Brighton & Hove Albion,3294,1603,1691,Republic of Ireland,37,18,19,0,0,0,1,1,0,0,0,9,4,5,51,23,28,8,0,0.03,0.03,0.0,0.0,0.0,0,1.39,65,89,412,3294,0.22,399,242,108,17,1560000
Shane Long,35,2017/2018,Forward,Southampton,1577,647,930,Republic of Ireland,30,14,16,2,1,1,1,0,1,0,0,7,2,5,25,10,15,6,0,0.17,0.06,0.11,0.14,0.1,789,1.43,63,53,263,1577,0.34,145,187,-1,6,3210000
Shinji Okazaki,36,2017/2018,Forward,Leicester City,1329,491,838,Japan,27,12,15,6,2,4,2,1,1,0,0,8,5,3,18,5,13,2,0,0.54,0.14,0.41,0.37,0.43,222,1.22,74,49,665,665,0.14,29,90,-1,3,1820000
Shkodran Mustafi,30,2017/2018,Defender,Arsenal,2273,1212,1061,Germany,27,15,12,3,2,1,1,1,0,0,0,10,7,3,29,14,15,6,0,0.16,0.04,0.12,0.15,0.08,758,1.15,78,84,379,2273,0.24,138,219,64,9,4680000
Simon Francis,37,2017/2018,Defender,AFC Bournemouth,2706,1412,1294,England,32,17,15,0,0,0,1,0,1,0,0,5,3,2,43,24,19,10,1,0.03,0.03,0.0,0.0,0.0,0,1.43,63,85,271,2706,0.33,390,244,115,19,1560000
Sofiane Boufal,28,2017/2018,Midfielder,Southampton,1212,610,602,Morocco,26,14,12,2,1,1,2,0,2,0,0,4,3,1,23,10,13,1,0,0.3,0.15,0.15,0.15,0.15,606,1.71,53,47,1212,606,0.07,120,84,-1,8,3380000
Solomon March,28,2017/2018,Midfielder,Brighton & Hove Albion,1841,806,1035,England,36,18,18,1,0,1,1,1,0,0,0,10,5,5,27,10,17,3,0,0.1,0.05,0.05,0.0,0.09,1841,1.32,68,51,614,1841,0.15,208,198,-1,6,1300000
Stefano Okaka,33,2017/2018,Forward,Watford,444,380,64,Italy,15,10,5,1,1,0,1,1,0,0,0,3,3,0,7,4,3,2,0,0.41,0.2,0.2,0.24,0.0,444,1.42,63,30,222,444,0.41,97,60,-1,9,1820000
Stephen Ireland,36,2017/2018,Midfielder,Stoke City,128,21,107,Republic of Ireland,4,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0,2.11,43,32,128,0,0.7,-1,-1,-1,15,260000
Stephen Ward,37,2017/2018,Defender,Burnley,2462,1292,1170,Republic of Ireland,28,15,13,1,0,1,1,0,1,0,0,10,7,3,24,7,17,1,0,0.07,0.04,0.04,0.0,0.08,2462,0.88,103,88,2462,2462,0.04,227,223,38,11,1456000
Steve Cook,31,2017/2018,Defender,AFC Bournemouth,2766,1307,1459,England,34,16,18,2,0,2,1,1,0,0,0,5,2,3,49,23,26,5,0,0.1,0.03,0.07,0.0,0.12,1383,1.59,56,81,553,2766,0.16,186,245,150,8,2340000
Steve Mounié,27,2017/2018,Forward,Huddersfield Town,1857,998,859,Benin,28,14,14,7,3,4,1,1,0,0,0,7,5,2,31,13,18,2,0,0.39,0.05,0.34,0.27,0.42,265,1.5,60,66,929,1857,0.1,43,200,-1,1,1820000
Steve Sidwell,39,2017/2018,Midfielder,Brighton & Hove Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,1300000
Steven Davis,37,2017/2018,Midfielder,Southampton,1521,920,601,Northern Ireland,23,15,8,3,1,2,0,0,0,0,0,5,2,3,21,14,7,0,0,0.18,0.0,0.18,0.1,0.3,507,1.24,72,66,0,0,0.0,102,404,-1,5,3120000
Steven Defour,34,2017/2018,Midfielder,Burnley,2009,1046,963,Belgium,24,12,12,1,0,1,1,0,1,0,0,10,6,4,16,7,9,6,0,0.09,0.04,0.04,0.0,0.09,2009,0.72,126,84,335,2009,0.27,231,225,-1,9,1820000
Sung-Yeung Ki,33,2017/2018,Midfielder,Swansea City,1869,1026,843,South Korea,25,13,12,2,2,0,2,1,1,0,0,6,5,1,28,11,17,2,0,0.19,0.1,0.1,0.18,0.0,935,1.35,67,75,935,935,0.1,152,126,-1,6,1872000
Tammy Abraham,24,2017/2018,Forward,Swansea City,1716,742,974,England,31,15,16,5,3,2,1,0,1,0,0,8,4,4,27,10,17,0,0,0.31,0.05,0.26,0.36,0.18,343,1.42,64,55,0,1716,0.0,65,205,-1,2,3000000
Theo Walcott,33,2017/2018,Forward,Everton,1216,650,566,England,20,11,9,3,3,0,3,1,2,0,0,5,4,1,17,6,11,2,0,0.44,0.22,0.22,0.42,0.0,405,1.26,72,61,608,405,0.15,81,51,-1,6,4550000
Tiemoué Bakayoko,28,2017/2018,Midfielder,Chelsea,2124,801,1323,France,29,13,16,2,0,2,2,1,1,0,0,14,8,6,17,6,11,5,1,0.17,0.08,0.08,0.0,0.14,1062,0.72,125,73,425,1062,0.21,171,164,-1,12,5720000
Timothy Fosu-Mensah,24,2017/2018,Defender,Crystal Palace,1594,874,720,Netherlands,21,13,8,0,0,0,0,0,0,0,0,2,2,0,29,12,17,2,0,0.0,0.0,0.0,0.0,0.0,0,1.64,55,76,797,0,0.11,396,357,159,25,780000
Toby Alderweireld,33,2017/2018,Defender,Tottenham Hotspur,1177,547,630,Belgium,14,7,7,0,0,0,0,0,0,0,0,6,3,3,11,7,4,3,0,0.0,0.0,0.0,0.0,0.0,0,0.84,107,84,392,0,0.23,369,366,29,22,4160000
Tom Carroll,30,2017/2018,Midfielder,Swansea City,2569,1232,1337,England,37,19,18,0,0,0,4,3,1,0,0,9,5,4,37,16,21,3,0,0.14,0.14,0.0,0.0,0.0,0,1.3,69,69,856,642,0.11,354,94,-1,21,1820000
Tom Cleverley,33,2017/2018,Midfielder,Watford,1905,907,998,England,23,11,12,1,1,0,2,1,1,0,1,6,2,4,28,17,11,3,1,0.14,0.09,0.05,0.1,0.0,1905,1.32,68,83,635,953,0.14,213,148,-1,13,2600000
Tom Davies,24,2017/2018,Midfielder,Everton,1899,1089,810,England,33,18,15,2,2,0,1,1,0,0,0,10,7,3,21,9,12,7,0,0.14,0.05,0.09,0.17,0.0,950,1.0,90,58,271,1899,0.33,164,203,-1,9,1300000
Tom Ince,30,2017/2018,Midfielder,Huddersfield Town,2456,1350,1106,England,33,18,15,2,2,0,0,0,0,0,0,9,7,2,37,17,20,0,0,0.07,0.0,0.07,0.13,0.0,1228,1.36,66,74,0,0,0.0,187,347,-1,5,1560000
Tom Smith,30,2017/2018,Defender,Huddersfield Town,1907,925,982,England,24,11,13,0,0,0,1,0,1,0,0,7,4,3,30,15,15,7,0,0.05,0.05,0.0,0.0,0.0,0,1.42,64,79,272,1907,0.33,404,196,114,22,1820000
Tomer Hemed,35,2017/2018,Forward,Brighton & Hove Albion,848,420,428,Israel,16,7,9,2,2,0,2,2,0,0,0,7,4,3,8,3,5,0,0,0.42,0.21,0.21,0.43,0.0,424,0.85,106,53,0,424,0.0,89,53,-1,5,1040000
Trent Alexander-Arnold,23,2017/2018,Defender,Liverpool,1576,865,711,England,19,10,9,1,1,0,1,1,0,0,0,9,7,2,15,3,12,3,0,0.11,0.06,0.06,0.1,0.0,1576,0.86,105,83,525,1576,0.17,202,180,31,10,624000
Trevoh Chalobah,23,2017/2018,Defender,Chelsea,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,1820000
Troy Deeney,34,2017/2018,Forward,Watford,1841,927,914,England,29,15,14,5,5,0,2,1,1,3,2,6,4,2,26,12,14,2,1,0.34,0.1,0.24,0.49,0.0,368,1.27,71,63,614,921,0.15,68,128,-1,3,3380000
Tyrone Mings,29,2017/2018,Defender,AFC Bournemouth,202,90,112,England,4,2,2,0,0,0,0,0,0,0,0,1,1,0,4,1,3,1,0,0.0,0.0,0.0,0.0,0.0,0,1.78,51,51,202,0,0.45,-1,-1,-1,18,715000
Uwe Hünemeier,36,2017/2018,Defender,Brighton & Hove Albion,17,17,0,Germany,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,17,0,0,0.0,-1,-1,-1,15,1040000
Victor Moses,31,2017/2018,Midfielder,Chelsea,2118,941,1177,Nigeria,28,12,16,3,1,2,3,3,0,0,0,13,9,4,18,5,13,3,0,0.25,0.13,0.13,0.1,0.15,706,0.76,118,76,706,706,0.13,133,106,-1,7,3900000
Victor Nilsson Lindelöf,28,2017/2018,Defender,Manchester United,1281,674,607,Sweden,17,8,9,0,0,0,0,0,0,0,0,6,3,3,13,5,8,1,0,0.0,0.0,0.0,0.0,0.0,0,0.91,99,75,1281,0,0.07,243,380,44,19,6240000
Victor Wanyama,31,2017/2018,Midfielder,Tottenham Hotspur,838,332,506,Kenya,18,8,10,1,0,1,0,0,0,0,0,8,5,3,9,6,3,2,0,0.11,0.0,0.11,0.0,0.18,838,0.97,93,47,419,0,0.21,144,395,-1,10,3380000
Vincent Kompany,36,2017/2018,Defender,Manchester City,1397,540,857,Belgium,17,6,11,1,1,0,1,0,1,0,0,7,2,5,12,6,6,6,0,0.13,0.06,0.06,0.17,0.0,1397,0.77,116,82,233,1397,0.39,205,176,22,13,7800000
Virgil van Dijk,31,2017/2018,Defender,Liverpool,2253,1170,1083,Netherlands,26,13,13,0,0,0,0,0,0,0,0,9,6,3,26,11,15,1,0,0.0,0.0,0.0,0.0,0.0,0,1.04,87,87,2253,0,0.04,292,312,54,18,8580000
Wayne Rooney,36,2017/2018,Forward,Everton,2283,1213,1070,England,31,17,14,10,6,4,2,2,0,3,3,8,6,2,32,15,17,5,0,0.47,0.08,0.39,0.45,0.34,228,1.26,71,74,457,1142,0.2,32,166,-1,1,8320000
Wayne Routledge,37,2017/2018,Midfielder,Swansea City,421,180,241,England,15,8,7,0,0,0,0,0,0,0,0,4,1,3,11,6,5,1,0,0.0,0.0,0.0,0.0,0.0,0,2.35,38,28,421,0,0.21,323,391,-1,23,1872000
Wes Morgan,38,2017/2018,Defender,Leicester City,2818,1378,1440,Jamaica,32,16,16,0,0,0,0,0,0,0,0,6,4,2,50,20,30,4,0,0.0,0.0,0.0,0.0,0.0,0,1.6,56,88,705,0,0.13,335,306,152,22,3120000
Wesley Hoedt,28,2017/2018,Defender,Southampton,2520,990,1530,Netherlands,28,11,17,0,0,0,1,1,0,0,0,5,1,4,38,13,25,7,0,0.04,0.04,0.0,0.0,0.0,0,1.36,66,90,360,2520,0.25,267,224,94,20,3120000
Wilfried Guemiand Bony,33,2017/2018,Forward,Swansea City,704,373,331,Ivory Coast,15,7,8,2,1,1,0,0,0,0,0,4,3,1,8,5,3,2,0,0.26,0.0,0.26,0.24,0.27,352,1.02,88,47,352,0,0.26,64,310,-1,8,4680000
Wilfried Zaha,29,2017/2018,Midfielder,Crystal Palace,2550,1350,1200,Ivory Coast,29,15,14,9,7,2,3,2,1,0,0,9,4,5,31,20,11,5,0,0.42,0.11,0.32,0.47,0.15,283,1.09,82,88,510,850,0.18,49,119,-1,2,5200000
Will Hughes,27,2017/2018,Midfielder,Watford,995,505,490,England,15,8,7,2,1,1,3,3,0,0,0,4,3,1,15,7,8,0,0,0.45,0.27,0.18,0.18,0.18,498,1.36,66,66,0,332,0.0,104,28,-1,7,1560000
Willian,34,2017/2018,Forward,Chelsea,1883,1026,857,Brazil,36,18,18,6,2,4,7,3,4,1,0,16,10,6,16,9,7,1,0,0.62,0.33,0.29,0.18,0.42,314,0.76,118,52,1883,269,0.05,55,12,-1,5,6240000
Winston Reid,34,2017/2018,Defender,West Ham United,1454,900,554,New Zealand,17,10,7,0,0,0,0,0,0,0,0,5,4,1,26,15,11,5,0,0.0,0.0,0.0,0.0,0.0,0,1.61,56,86,291,0,0.31,382,379,154,25,3640000
Xherdan Shaqiri,30,2017/2018,Midfielder,Stoke City,3049,1494,1555,Switzerland,36,18,18,8,4,4,7,4,3,0,1,6,3,3,56,26,30,5,0,0.44,0.21,0.24,0.24,0.23,381,1.65,54,85,610,436,0.15,71,54,-1,1,3380000
Yohan Benalouane,35,2017/2018,Defender,Leicester City,90,90,0,Tunisia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,45,90,0,0,0.0,-1,-1,-1,13,2080000
Yohan Cabaye,36,2017/2018,Midfielder,Crystal Palace,2388,1157,1231,France,31,15,16,0,0,0,1,1,0,0,0,7,3,4,36,15,21,7,0,0.04,0.04,0.0,0.0,0.0,0,1.36,66,77,341,2388,0.26,244,221,-1,12,4472000
Younes Kaboul,36,2017/2018,Defender,Watford,151,90,61,France,2,1,1,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.79,50,76,0,0,0.0,-1,-1,-1,25,1820000
Aaron Cresswell,32,2018/2019,Defender,West Ham United,1589,888,701,England,20,11,9,0,0,0,1,1,0,0,0,3,2,1,22,12,10,1,0,0.06,0.06,0.0,0.0,0.0,0,1.25,72,79,1589,1589,0.06,290,191,80,20,2600000
Aaron Lennon,35,2018/2019,Midfielder,Burnley,1217,487,730,England,16,7,9,1,1,0,1,1,0,0,0,4,2,2,20,8,12,1,0,0.15,0.07,0.07,0.18,0.0,1217,1.48,61,76,1217,1217,0.07,196,187,-1,10,1820000
Aaron Mooy,32,2018/2019,Midfielder,Huddersfield Town,2327,1190,1137,Australia,29,15,14,3,1,2,1,0,1,1,0,4,3,1,46,20,26,4,0,0.15,0.04,0.12,0.08,0.16,776,1.78,51,80,582,2327,0.15,144,233,-1,3,2600000
Aaron Ramsey,31,2018/2019,Midfielder,Arsenal,1327,689,638,Wales,28,14,14,4,2,2,6,5,1,0,0,7,6,1,12,2,10,0,0,0.68,0.41,0.27,0.26,0.28,332,0.81,111,47,0,221,0.0,69,8,-1,5,6240000
Aaron Wan-Bissaka,24,2018/2019,Midfielder,Crystal Palace,3135,1605,1530,England,35,18,17,0,0,0,3,1,2,0,0,12,7,5,41,17,24,5,1,0.09,0.09,0.0,0.0,0.0,0,1.18,76,90,523,1045,0.17,312,160,-1,22,702000
Abdelhamid Sabiri,25,2018/2019,Midfielder,Huddersfield Town,49,0,49,Morocco,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,5.51,16,25,0,0,0.0,-1,-1,-1,22,936000
Abdoulaye Doucouré,29,2018/2019,Midfielder,Watford,3062,1566,1496,France,35,18,17,5,3,2,6,2,4,0,0,5,3,2,54,27,27,7,0,0.32,0.18,0.15,0.17,0.12,612,1.59,57,87,437,510,0.21,124,80,-1,5,3640000
Aboubakar Kamara,27,2018/2019,Forward,Fulham,687,468,219,France,13,8,5,3,1,2,0,0,0,1,1,2,1,1,16,9,7,2,0,0.39,0.0,0.39,0.19,0.82,229,2.1,43,53,344,0,0.26,38,412,-1,4,650000
Adam David Lallana,34,2018/2019,Midfielder,Liverpool,465,189,276,England,13,6,7,0,0,0,0,0,0,0,0,6,1,5,2,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0.39,233,36,465,0,0.19,379,344,-1,18,3042000
Adam Masina,28,2018/2019,Defender,Watford,1003,463,540,Italy,14,7,7,0,0,0,1,1,0,0,0,2,1,1,19,8,11,5,0,0.09,0.09,0.0,0.0,0.0,0,1.7,53,72,201,1003,0.45,397,155,144,20,1456000
Adam Smith,31,2018/2019,Defender,AFC Bournemouth,2073,1051,1022,England,25,12,13,1,1,0,1,0,1,0,0,9,5,4,30,10,20,6,1,0.09,0.04,0.04,0.09,0.0,2073,1.3,69,83,296,2073,0.3,227,228,85,10,1820000
Adama Diakhaby,26,2018/2019,Forward,Huddersfield Town,551,345,206,France,12,8,4,0,0,0,0,0,0,0,0,1,1,0,16,7,9,1,0,0.0,0.0,0.0,0.0,0.0,0,2.61,34,46,551,0,0.16,332,359,-1,26,1560000
Ademola Lookman,25,2018/2019,Forward,Everton,601,334,267,England,21,11,10,0,0,0,2,2,0,0,0,8,5,3,7,2,5,0,0,0.3,0.3,0.0,0.0,0.0,0,1.05,86,29,0,301,0.0,292,20,-1,17,1076400
